 #Critical (T K,P Bar):    210.81675279595714        58.289402878868984     
 #Phase envelope and properties: 
 #T (K)	P (bar)	v (m3/mol)	h (J/mol)	s (J/mol/K)	u (J/mol)
  1.4123493199E+002  6.1418334509E+000  4.3807318394E-005 -3.8479546139E+003  7.3632914406E+001 -3.8748603393E+003
  1.3732247014E+002  5.0017027848E+000  4.3001513956E-005 -4.1007625605E+003  7.1853265713E+001 -4.1222706397E+003
  1.3354654211E+002  4.0538138575E+000  4.2278690880E-005 -4.3409985597E+003  7.0109230544E+001 -4.3581375540E+003
  1.2991059220E+002  3.2712878198E+000  4.1628391540E-005 -4.5692233738E+003  6.8401549149E+001 -4.5828412188E+003
  1.2641589767E+002  2.6293719163E+000  4.1041629200E-005 -4.7860186784E+003  6.6730628834E+001 -4.7968100491E+003
  1.2306195158E+002  2.1058111998E+000  4.0510665993E-005 -4.9919743981E+003  6.5096581088E+001 -5.0005051795E+003
  1.1984681408E+002  1.6809849409E+000  4.0028826457E-005 -5.1876785244E+003  6.3499259888E+001 -5.1944073099E+003
  1.1676742580E+002  1.3378751894E+000  3.9590340478E-005 -5.3737091526E+003  6.1938299549E+001 -5.3790058460E+003
  1.1381988083E+002  1.0619239453E+000  3.9190210705E-005 -5.5506284438E+003  6.0413150919E+001 -5.5547901462E+003
  1.1099965971E+002  8.4082360920E-001  3.8824100438E-005 -5.7189782174E+003  5.8923115113E+001 -5.7222426394E+003
