# # T, p, vg, vl
2.883314644433224885e+02 1.000000000000000000e+04 2.350438712072948910e-01 4.028255797845974002e-05
3.394676243508135371e+02 1.088665728223259648e+05 2.451616212234255729e-02 4.292153764661112852e-05
3.570506629248171748e+02 2.077331456446519296e+05 1.323694144980057386e-02 4.398439462753329227e-05
3.686675997191138094e+02 3.065997184669778799e+05 9.103548214719541995e-03 4.475476622144452019e-05
3.775430107751005266e+02 4.054662912893038592e+05 6.942706431491185541e-03 4.538861935171046143e-05
3.848094027741391869e+02 5.043328641116298386e+05 5.609147553262778564e-03 4.594180633050297006e-05
3.910061621821618587e+02 6.031994369339557597e+05 4.701857779279722607e-03 4.644133609299323719e-05
3.964351820290879118e+02 7.020660097562817391e+05 4.043485820348426650e-03 4.690252495560559581e-05
4.012835958770316438e+02 8.009325825786077185e+05 3.543324584246136753e-03 4.733498094142315327e-05
4.056759355121400858e+02 8.997991554009336978e+05 3.150092986461474742e-03 4.774517062354086751e-05
4.096995334479988173e+02 9.986657282232596772e+05 2.832586161945426471e-03 4.813767956031747927e-05
4.134181597167528821e+02 1.097532301045585657e+06 2.570713169022070723e-03 4.851589400652521423e-05
4.168799001956303982e+02 1.196398873867911519e+06 2.350946898565277332e-03 4.888239751366544808e-05
4.201219776685298939e+02 1.295265446690237615e+06 2.163842468270751190e-03 4.923921525566022771e-05
4.231738420840654840e+02 1.394132019512563478e+06 2.002603476981042706e-03 4.958797167695957439e-05
4.260592285492668907e+02 1.492998592334889574e+06 1.862213403243076233e-03 4.992999618596908587e-05
4.287975724843507805e+02 1.591865165157215437e+06 1.738888002515095186e-03 5.026639634277293539e-05
4.314050095740492452e+02 1.690731737979541300e+06 1.629718151085830097e-03 5.059810995825872454e-05
4.338950990240454644e+02 1.789598310801867396e+06 1.532429968659949210e-03 5.092594307729550105e-05
4.362793573562667007e+02 1.888464883624193259e+06 1.445219531691235718e-03 5.125059825109974735e-05
4.385676593529259435e+02 1.987331456446519354e+06 1.366636392911060090e-03 5.157269596417502351e-05
4.407685438772489306e+02 2.086198029268845217e+06 1.295499854514930039e-03 5.189279112954022584e-05
4.428894503130997578e+02 2.185064602091171313e+06 1.230837731647815934e-03 5.221138596043952399e-05
4.449369035732602242e+02 2.283931174913497176e+06 1.171840886253925013e-03 5.252894013384515180e-05
4.469166604389591839e+02 2.382797747735823039e+06 1.117829034208237893e-03 5.284587890051561872e-05
4.488338264723880116e+02 2.481664320558148902e+06 1.068224752942621442e-03 5.316259962137989605e-05
4.506929503027338342e+02 2.580530893380475231e+06 1.022533546235482359e-03 5.347947709001199469e-05
4.524981003602462692e+02 2.679397466202801093e+06 9.803284397369277890e-04 5.379686791705180397e-05
4.542529278932512398e+02 2.778264039025126956e+06 9.412379976272767287e-04 5.411511419312310331e-05
4.559607191863127582e+02 2.877130611847452819e+06 9.049369382619281777e-04 5.443454660177962721e-05
4.576244392192772921e+02 2.975997184669779148e+06 8.711387301831002156e-04 5.475548712065941533e-05
4.592467684881695504e+02 3.074863757492105011e+06 8.395896981439122161e-04 5.507825142152597005e-05
4.608301343158827308e+02 3.173730330314430874e+06 8.100642800915651637e-04 5.540315105815365451e-05
4.623767376773109277e+02 3.272596903136756737e+06 7.823611615448266415e-04 5.573049551259501620e-05
4.638885763314145265e+02 3.371463475959082600e+06 7.563000804061677327e-04 5.606059415515399989e-05
4.653674648774332923e+02 3.470330048781408928e+06 7.317191473292216633e-04 5.639375816127518884e-05
4.668150522171139869e+02 3.569196621603734791e+06 7.084725672379144383e-04 5.673030241801422900e-05
4.682328368075765752e+02 3.668063194426060654e+06 6.864286788593513232e-04 5.707054744531167193e-05
4.696221800149238561e+02 3.766929767248386517e+06 6.654682531153884636e-04 5.741482135078191914e-05
4.709843178280721645e+02 3.865796340070712846e+06 6.454830098784787584e-04 5.776346183263362784e-05
4.723203711585321685e+02 3.964662912893038709e+06 6.263743277305094687e-04 5.811681824298703533e-05
4.736313549347950129e+02 4.063529485715364572e+06 6.080521348144213301e-04 5.847525372447962320e-05
4.749181861988504920e+02 4.162396058537690435e+06 5.904339825157933503e-04 5.883914743767971057e-05
4.761816914315676286e+02 4.261262631360016763e+06 5.734443195856648917e-04 5.920889690925611355e-05
4.774226133760744801e+02 4.360129204182342626e+06 5.570140045049260446e-04 5.958492055531617655e-05
4.786416177049111980e+02 4.458995777004668489e+06 5.410801202795089988e-04 5.996766048059752494e-05
4.798392999914320285e+02 4.557862349826994352e+06 5.255861887712418891e-04 6.035758573327841997e-05
4.810161936118483368e+02 4.656728922649320215e+06 5.104829168724369509e-04 6.075519632684497575e-05
4.821727794077207250e+02 4.755595495471646078e+06 4.957296282938582210e-04 6.116102854150117277e-05
4.833094981352119817e+02 4.854462068293971941e+06 4.812965022223674610e-04 6.157566229563481727e-05
4.844267667873721734e+02 4.953328641116297804e+06 4.671675736060454691e-04 6.199973169722357649e-05
4.855249995235629967e+02 5.052195213938624598e+06 4.533440314758100244e-04 6.243394010295952605e-05
4.866046327567053709e+02 5.151061786760950461e+06 4.398466034883661896e-04 6.287908081211583450e-05
4.876661515716825193e+02 5.249928359583276324e+06 4.267149303673687787e-04 6.333606342184945560e-05
4.887101113928979998e+02 5.348794932405602187e+06 4.140015828736220852e-04 6.380594353998727424e-05
4.897371464375401615e+02 5.447661505227928050e+06 4.017599099979044636e-04 6.428995049376950077e-05
