# # T, p, vg, vl
1.760719624059386774e+02 1.000000000000000000e+04 1.457637192963729122e-01 3.368696148158974824e-05
2.144659658671771751e+02 1.098748296182566410e+05 1.583158624757785571e-02 3.601265267400211760e-05
2.283819691305880610e+02 2.097496592365132819e+05 8.704488017620744950e-03 3.698783043337374219e-05
2.377873751871023273e+02 3.096244888547699084e+05 6.063552793487120458e-03 3.770017436106669025e-05
2.450869854032742694e+02 4.094993184730265639e+05 4.672298292563469187e-03 3.828762218062247390e-05
2.511367241638344296e+02 5.093741480912832194e+05 3.808565217673501486e-03 3.880034964916799137e-05
2.563481955509896011e+02 6.092489777095398167e+05 3.218045653412777551e-03 3.926286823430339995e-05
2.609535591655103417e+02 7.091238073277964722e+05 2.787750377306198301e-03 3.968918175345620392e-05
2.650976599619198169e+02 8.089986369460531278e+05 2.459662640387807932e-03 4.008812560496035840e-05
2.688774286696096851e+02 9.088734665643097833e+05 2.200868454167518619e-03 4.046567354609874361e-05
2.723611747741832687e+02 1.008748296182566439e+06 1.991276095914703420e-03 4.082607699930187789e-05
2.755989925926392630e+02 1.108623125800823094e+06 1.817911746983515804e-03 4.117248417899451672e-05
2.786287985862686583e+02 1.208497955419079633e+06 1.672015970247819590e-03 4.150730169158096564e-05
2.814800400288847300e+02 1.308372785037336405e+06 1.547456454534626522e-03 4.183241800604492049e-05
2.841760806427064381e+02 1.408247614655592944e+06 1.439809053397571965e-03 4.214934800244204792e-05
2.867357946052416651e+02 1.508122444273849716e+06 1.345800009775038279e-03 4.245933005592168838e-05
2.891746661269284573e+02 1.607997273892106256e+06 1.262953736970425260e-03 4.276339333727166575e-05
2.915055688489359227e+02 1.707872103510362795e+06 1.189362783616206010e-03 4.306240574403390003e-05
2.937393313880478445e+02 1.807746933128619567e+06 1.123533173090186625e-03 4.335710884399909262e-05
2.958851561713191245e+02 1.907621762746876106e+06 1.064277757757909563e-03 4.364814387715164047e-05
2.979509352399057320e+02 2.007496592365132878e+06 1.010641029299376784e-03 4.393607145817852045e-05
2.999434921883946572e+02 2.107371421983389650e+06 9.618450526138510107e-04 4.422138675014676226e-05
